conversation_id,contact_id,start_date,end_date,duration_minutes,agent_id,agent_name,customer_id,outcome,outcome_confidence,primary_topic,secondary_topics,sentiment_score,empathy_score,message_count,resolution_time_minutes,date
ff9862d9-8088-4099-9b73-8d65f18c232a,ff9862d9-8088-4099-9b73-8d65f18c232a,2024-02-04 15:44:00+10:00,2024-02-04 15:54:20+10:00,10.333333333333334,agent_6,Lisa,94c94fcd-5b2d-47b5-b347-a6206e08c2cb,unsuccessful,0.8921701815848326,Billing,[],0.23546747842658244,0.7122086250915297,13,10.333333333333334,2024-02-04
3f0a796e-b54a-4f00-8db5-57c062e3c3f6,3f0a796e-b54a-4f00-8db5-57c062e3c3f6,2024-03-26 13:49:00+10:00,2024-03-26 13:55:43+10:00,6.716666666666667,agent_5,James,acb950d3-2645-4b0b-aeb9-000aa1f5fc79,escalated,0.8950597128709623,Billing,[],0.7021130117950722,0.8822190267031905,8,6.716666666666667,2024-03-26
46e32883-9786-4f3b-a651-a75e560a947f,46e32883-9786-4f3b-a651-a75e560a947f,2024-02-27 09:40:00+10:00,2024-02-27 09:48:25+10:00,8.416666666666666,agent_7,Robert,d4c76fe5-7e9d-4ba1-b677-89cc6f5aacf6,unsuccessful,0.8772132258896861,Billing,['Data Usage'],0.030271430744447908,0.6067234176717865,11,8.416666666666666,2024-02-27
5c23c525-d234-4fbe-81db-e49b8953ed60,5c23c525-d234-4fbe-81db-e49b8953ed60,2024-03-01 14:19:00+10:00,2024-03-01 14:33:09+10:00,14.15,agent_7,Robert,c17ff315-ca4d-4a01-a2e7-c62472060869,successful,0.7025338291229447,Roaming,"['Cancellation', 'Billing']",0.701581822802757,0.724567551213594,18,14.15,2024-03-01
1003363c-ad1a-4950-a218-71ca374a9e52,1003363c-ad1a-4950-a218-71ca374a9e52,2024-03-19 16:34:00+10:00,2024-03-19 16:46:18+10:00,12.3,agent_4,Emily,730fd13a-7724-43db-8157-8fc628c912ec,successful,0.8185563780067716,Billing,[],0.8214348606177403,0.7280039732118865,15,12.3,2024-03-19
7affb7d2-d380-4df9-8811-8bf7f1eede73,7affb7d2-d380-4df9-8811-8bf7f1eede73,2024-02-06 11:04:00+10:00,2024-02-06 11:11:18+10:00,7.3,agent_2,Sarah,f9871e1e-dab6-404e-af33-a9a6d92184a3,unsuccessful,0.8803769888539253,Billing,[],0.004471780426801353,0.7929604718776038,8,7.3,2024-02-06
9b71c6f6-13a3-4f6f-ad80-08893eaafcf9,9b71c6f6-13a3-4f6f-ad80-08893eaafcf9,2024-03-07 20:44:00+10:00,2024-03-07 20:49:49+10:00,5.816666666666666,agent_9,Tom,aa9d02e4-df39-4eb5-9977-3ae075483b1f,escalated,0.7336929570733078,Billing,"['Cancellation', 'Roaming']",0.7596442608617746,0.8739631689761995,7,5.816666666666666,2024-03-07
da620b8f-3206-42c7-87b1-13b72ae8ae8a,da620b8f-3206-42c7-87b1-13b72ae8ae8a,2024-03-16 14:43:00+10:00,2024-03-16 14:57:44+10:00,14.733333333333333,agent_5,James,152f9077-2583-48cf-b915-faa816838d62,unsuccessful,0.877367241366648,Billing,[],0.14731999956971534,0.8905663679559306,16,14.733333333333333,2024-03-16
59f76fc7-e4bf-416c-83f6-6cd49df7dd22,59f76fc7-e4bf-416c-83f6-6cd49df7dd22,2024-01-22 11:30:00+10:00,2024-01-22 11:37:11+10:00,7.183333333333334,agent_0,Jessica,9b0ec2ea-9565-44c8-8e62-88b89905c58b,successful,0.9187851762044914,Account Management,"['International Plans', 'Roaming']",0.42197070288372396,0.9671531020369549,9,7.183333333333334,2024-01-22
c30b1b09-d7a9-431b-a9a1-80621f3993dc,c30b1b09-d7a9-431b-a9a1-80621f3993dc,2024-03-07 12:27:00+10:00,2024-03-07 12:39:09+10:00,12.15,agent_5,James,d36e3106-631a-4a6a-984c-ffc6498db3fb,successful,0.8287420781555721,Billing,['Device Support'],0.8944165166452684,0.7322469453040634,17,12.15,2024-03-07
9c6c7db7-3878-4276-a94f-9bcf6d38e89d,9c6c7db7-3878-4276-a94f-9bcf6d38e89d,2024-03-15 20:43:00+10:00,2024-03-15 20:48:19+10:00,5.316666666666666,agent_6,Lisa,04793f9a-0d4b-410c-a8bb-26a7dfd1e09c,successful,0.8680194811547399,Billing,[],0.6029164926003211,0.7755033144623982,6,5.316666666666666,2024-03-15
a2e16ce2-3241-4aeb-ba9d-5751a1f0e9e0,a2e16ce2-3241-4aeb-ba9d-5751a1f0e9e0,2024-03-12 10:59:00+10:00,2024-03-12 11:05:55+10:00,6.916666666666667,agent_9,Tom,c496413c-03d1-4283-b3d9-28d65e5f3782,successful,0.7573259452663945,Technical Support,"['Billing', 'Roaming']",0.8423022957992938,0.8121926223877655,11,6.916666666666667,2024-03-12
3997f28c-340a-4bde-977a-5b208ed82f71,3997f28c-340a-4bde-977a-5b208ed82f71,2024-01-02 10:34:00+10:00,2024-01-02 10:38:16+10:00,4.266666666666667,agent_5,James,87da95c9-459b-48ea-b8e4-07475d8e61cc,unsuccessful,0.7935578909164749,Technical Support,"['Service Issues', 'Roaming']",0.06416810240635934,0.8510782957165561,6,4.266666666666667,2024-01-02
fbf02b19-4567-4a02-8fc7-0f1a85d8b390,fbf02b19-4567-4a02-8fc7-0f1a85d8b390,2024-03-10 17:40:00+10:00,2024-03-10 17:48:48+10:00,8.8,agent_7,Robert,55c70389-2d3b-4744-9f1a-2727e5744cfe,unsuccessful,0.709293964917421,Roaming,['Payment'],0.23769690233386806,0.8930277196114389,13,8.8,2024-03-10
87d35946-a4bd-4b95-8ad1-264ac1f8792c,87d35946-a4bd-4b95-8ad1-264ac1f8792c,2024-03-22 15:12:00+10:00,2024-03-22 15:27:15+10:00,15.25,agent_0,Jessica,ac0c9537-88dd-40b9-a02f-a10317acd9ff,successful,0.7939937855156776,Technical Support,[],0.7866250561050774,0.7534130847542299,18,15.25,2024-03-22
b03d6275-e22f-4b60-8546-03402369b2e1,b03d6275-e22f-4b60-8546-03402369b2e1,2024-02-25 16:02:00+10:00,2024-02-25 16:06:23+10:00,4.383333333333334,agent_0,Jessica,12550d02-feba-451b-a598-2359b3fa58d5,successful,0.8876720588413837,Technical Support,[],0.32808528011176175,0.6374630664989528,6,4.383333333333334,2024-02-25
4c1ea393-4177-4b12-a724-7e85ffca2a50,4c1ea393-4177-4b12-a724-7e85ffca2a50,2024-01-22 10:58:00+10:00,2024-01-22 11:05:17+10:00,7.283333333333333,agent_8,Anna,041fadcb-c9c8-4840-baa2-b89dd6228244,successful,0.7908555599365915,Technical Support,"['Payment', 'Billing']",0.6618133154717631,0.648050058426953,10,7.283333333333333,2024-01-22
3748ca29-df4b-4f13-8200-d5fbad195ddc,3748ca29-df4b-4f13-8200-d5fbad195ddc,2024-03-22 15:40:00+10:00,2024-03-22 15:55:03+10:00,15.05,agent_4,Emily,bc368c8a-0b9d-49e7-ad43-359058aa6f4d,escalated,0.8879429195440971,Billing,[],0.9042949152024693,0.8127682218178827,16,15.05,2024-03-22
ce8e9c83-ad9e-486a-aa18-29689ba1f679,ce8e9c83-ad9e-486a-aa18-29689ba1f679,2024-01-22 14:35:00+10:00,2024-01-22 14:43:21+10:00,8.35,agent_6,Lisa,6c59c415-0ff2-4fdf-80a0-1e0d50ebe614,unsuccessful,0.7032606445479557,Service Issues,['Data Usage'],-0.05960797781276769,0.9430662452556916,9,8.35,2024-01-22
acc4f01b-c4fe-4d47-8e9c-3bbb7322808c,acc4f01b-c4fe-4d47-8e9c-3bbb7322808c,2024-03-09 09:47:00+10:00,2024-03-09 10:00:46+10:00,13.766666666666667,agent_6,Lisa,6291b3bc-99c2-4e05-b1dc-5caa7f3fd6c9,successful,0.8183808849015243,Billing,[],0.6543791848478662,0.7579493413196869,16,13.766666666666667,2024-03-09
041009b9-442e-40f7-a431-a6daef001a69,041009b9-442e-40f7-a431-a6daef001a69,2024-01-03 15:43:00+10:00,2024-01-03 15:47:21+10:00,4.35,agent_8,Anna,4a670f7e-a456-4b87-9f9e-a81412f9aa6f,unsuccessful,0.8558596916683533,Technical Support,"['Payment', 'Cancellation']",0.1821742433992936,0.9633220440365612,7,4.35,2024-01-03
5896fb87-df0e-47eb-93bd-016ca1931a07,5896fb87-df0e-47eb-93bd-016ca1931a07,2024-03-17 12:53:00+10:00,2024-03-17 13:05:43+10:00,12.716666666666667,agent_1,Michael,1f853fab-4935-4709-8c6d-8ecf36f0fbb0,successful,0.7500270894122417,Billing,"['Technical Support', 'Device Support']",0.5509545240000273,0.9186458756532642,15,12.716666666666667,2024-03-17
6de48d82-c1c2-4785-889f-ad4e9de6857b,6de48d82-c1c2-4785-889f-ad4e9de6857b,2024-02-23 12:37:00+10:00,2024-02-23 12:46:40+10:00,9.666666666666666,agent_3,David,bf8579a3-2c79-4fab-95d9-e8bf11afc1bb,escalated,0.7622281579968866,Billing,['Account Management'],0.259521805998399,0.8952855944003393,10,9.666666666666666,2024-02-23
434efb67-0255-49d6-a691-ad3d332da4ed,434efb67-0255-49d6-a691-ad3d332da4ed,2024-01-15 10:25:00+10:00,2024-01-15 10:30:50+10:00,5.833333333333333,agent_0,Jessica,d481fc8c-9653-4676-a0a7-ce920a485041,escalated,0.8319322709011249,Billing,['Account Management'],0.11336537349495959,0.6558483271598281,8,5.833333333333333,2024-01-15
0baa10f0-a536-4f42-9248-92973124fee7,0baa10f0-a536-4f42-9248-92973124fee7,2024-01-27 16:32:00+10:00,2024-01-27 16:48:23+10:00,16.383333333333333,agent_7,Robert,188b4b68-93f5-472f-aaf7-c0fc3067d98a,successful,0.7000449939670471,Billing,['Cancellation'],0.5106467004372501,0.6522679971750237,19,16.383333333333333,2024-01-27
3ad618cc-d2b4-4d64-aead-66ebdf0944c9,3ad618cc-d2b4-4d64-aead-66ebdf0944c9,2024-01-19 09:56:00+10:00,2024-01-19 10:14:18+10:00,18.3,agent_6,Lisa,6e9987a8-3d19-4920-b3fe-69b593e1cd5d,successful,0.786340534257439,Billing,['Service Issues'],0.7818210251045272,0.6225043528427342,20,18.3,2024-01-19
42d797af-fe46-4bc3-ab80-d0e086228cec,42d797af-fe46-4bc3-ab80-d0e086228cec,2024-01-20 12:33:00+10:00,2024-01-20 12:37:42+10:00,4.7,agent_2,Sarah,6bb4d2c3-0a99-4329-ae5a-611f6187ba0c,unsuccessful,0.8495478034677044,Roaming,"['Payment', 'Cancellation']",-0.07644738744888668,0.6695663383355218,7,4.7,2024-01-20
6c85eefb-5a84-455b-9f7f-2666ddf77910,6c85eefb-5a84-455b-9f7f-2666ddf77910,2024-02-13 10:39:00+10:00,2024-02-13 10:52:35+10:00,13.583333333333334,agent_2,Sarah,3b690f1c-5291-4d6e-bdca-1ffb626b9c4f,escalated,0.9011187323907166,Billing,"['Payment', 'Cancellation']",0.9134950752588181,0.9850423086884331,16,13.583333333333334,2024-02-13
570d01f9-1391-46bd-9831-2ff707bd7ec8,570d01f9-1391-46bd-9831-2ff707bd7ec8,2024-03-27 19:38:00+10:00,2024-03-27 19:48:08+10:00,10.133333333333333,agent_5,James,fc88762d-addb-4fdf-a979-9162ec75c3d0,successful,0.8494744145410076,Billing,[],1.0,0.7250303284719585,13,10.133333333333333,2024-03-27
3642083b-62c9-4325-bc46-52f1ce4eac86,3642083b-62c9-4325-bc46-52f1ce4eac86,2024-02-27 19:27:00+10:00,2024-02-27 19:35:25+10:00,8.416666666666666,agent_7,Robert,b4502e13-a41f-4e5d-8bd3-1a832c214a38,successful,0.8326432188546308,Technical Support,['Data Usage'],0.6477746068834573,0.9385875286333696,11,8.416666666666666,2024-02-27
0f19d256-4f15-44cd-b7d1-e79b2878f8bd,0f19d256-4f15-44cd-b7d1-e79b2878f8bd,2024-01-27 13:15:00+10:00,2024-01-27 13:20:53+10:00,5.883333333333334,agent_5,James,0141d7a7-54a6-4e79-afbb-7a45fe9d5804,unsuccessful,0.7065916396041761,Roaming,['Device Support'],-0.043889111900008354,0.6887386466488733,9,5.883333333333334,2024-01-27
